11.1118 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
12.6083 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB7100>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB70A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DAFEB0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021493176FD0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.6084 	EXP 	window1: backgroundImage = ''
12.6085 	EXP 	window1: backgroundFit = 'none'
12.6088 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB7220>
12.6095 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB7220>
12.6129 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB7220>
12.6135 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021492DB7220>
12.6462 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6488 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6527 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6583 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6595 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
