Study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,Studyslider.response,Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
police,,,,0,10,10,12,,,,,9.116470500128344,,9.09185600001365,9.116470500128344,9.116470500128344,9.661703899968415,1,0.5351746999658644,,,,,,,,,,,,,,,0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
poster,,,,0,11,11,14,,,,,9.700851400149986,,9.662260700017214,9.700851400149986,9.700851400149986,10.310767299961299,1,0.6017929001245648,,,,,,,,,,,,,,,0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
t-shirt,,,,0,12,12,7,,,,,10.349836500128731,,10.311306799994782,10.349836500128731,10.349836500128731,10.912203300045803,1,0.5554705001413822,,,,,,,,,,,,,,,0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
laptop,,,,0,13,13,5,,,,,10.950675399973989,,10.912743000080809,10.950675399973989,10.950675399973989,11.527415300020948,1,0.5724830999970436,,,,,,,,,,,,,,,0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
marble,,,,0,14,14,3,,,,,11.567553200060502,,11.527930200099945,11.567553200060502,11.567553200060502,12.277613200014457,1,0.7038163000252098,,,,,,,,,,,,,,,0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_o_rd,board,old,,,,,0,0,0,10,12.333424600074068,,,,,,,,12.29115130007267,12.333424600074068,12.333424600074068,12.333424600074068,0.019059800077229738,16.841980500146747,board,"[-0.5016666666666667, -0.09333333333333334]","[-0.30333333333333334, -0.285]","[1, 1]","[0, 0]","[0, 0]","[0.2930495000910014, 4.5440334000159055]",['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,K_y_,keys,old,,,,,0,1,1,8,16.866979399928823,,,,,,,,16.843617799924687,16.866979399928823,16.866979399928823,16.866979399928823,0.005472499877214432,19.75841929996386,keys,[-0.09333333333333334],[-0.285],[1],[0],[0],[2.9086891000624746],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,v_s_,vase,new,,,,,0,2,2,17,19.783227000152692,,,,,,,,19.759467700030655,19.783227000152692,19.783227000152692,19.783227000152692,0.00521229999139905,23.9063434000127,vase,[0.075],[-0.29833333333333334],[1],[0],[0],[4.141048199962825],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,p_st_r,poster,old,,,,,0,3,3,9,23.93337390013039,,,,,,,,23.907782700145617,23.93337390013039,23.93337390013039,23.93337390013039,0.00422089989297092,29.07312980014831,pastry,[0.075],[-0.29833333333333334],[1],[0],[0],[5.160672700032592],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_ruis_,cruise,old,,,,,0,4,4,6,29.09919139998965,,,,,,,,29.074154500151053,29.09919139998965,29.09919139998965,29.09919139998965,0.00422890018671751,31.739685300039127,cruise,[0.075],[-0.3016666666666667],[1],[0],[0],[2.6606135999318212],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,l_pt_p,laptop,old,,,,,0,5,5,0,31.765951399924234,,,,,,,,31.740804200060666,31.765951399924234,31.765951399924234,31.765951399924234,0.004179500043392181,34.53770940005779,laptop,[0.075],[-0.3016666666666667],[1],[0],[0],[2.792203899938613],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,p_nc_l,pencil,new,,,,,0,6,6,16,34.566064400132746,,,,,,,,34.538537400076166,34.566064400132746,34.566064400132746,34.566064400132746,0.003343700198456645,37.270286600105464,pencil,[0.075],[-0.3016666666666667],[1],[0],[0],[2.7279751000460237],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,c_s_,case,old,,,,,0,7,7,5,37.28281130013056,,,,,,,,37.27095849998295,37.28281130013056,37.28281130013056,37.28281130013056,0.002271600067615509,39.72110870014876,case,[0.075],[-0.3016666666666667],[1],[0],[0],[2.447162500116974],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,c_s_io,cushion,old,,,,,0,8,8,14,39.74890709994361,,,,,,,,39.72209649998695,39.74890709994361,39.74890709994361,39.74890709994361,0.003886499907821417,42.97116559999995,casio,[0.045],[-0.29833333333333334],[1],[0],[0],[3.2444937000982463],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_ouse,mouse,old,,,,,0,9,9,3,42.99931129999459,,,,,,,,42.972098800120875,42.99931129999459,42.99931129999459,42.99931129999459,0.003334400011226535,45.755719900131226,mouse,[0.045],[-0.29833333333333334],[1],[0],[0],[2.7796348999254405],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,t_hi_t,thsirt,old,,,,,0,10,10,2,45.78183510014787,,,,,,,,45.756834800122306,45.78183510014787,45.78183510014787,45.78183510014787,0.00649499986320734,49.20721299992874,tshirt,[0.045],[-0.29833333333333334],[1],[0],[0],[3.4430346998851746],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_oo_,book,old,,,,,0,11,11,13,49.23194710002281,,,,,,,,49.208442399976775,49.23194710002281,49.23194710002281,49.23194710002281,0.004134299932047725,52.00468929996714,book,[0.045],[-0.29833333333333334],[1],[0],[0],[2.7915527001023293],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_ha_t,chart,old,,,,,0,12,12,1,52.03173299995251,,,,,,,,52.00576049997471,52.03173299995251,52.03173299995251,52.03173299995251,0.004054200137034059,54.9237252001185,chart,[0.045],[-0.29833333333333334],[1],[0],[0],[2.9131125998683274],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_ho_e,phone,old,,,,,0,13,13,12,54.94827189994976,,,,,,,,54.92492060014047,54.94827189994976,54.94827189994976,54.94827189994976,0.004601699998602271,58.05644299997948,phone,[0.045],[-0.29833333333333334],[1],[0],[0],[3.1261341001372784],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,bo_t_e,bottle,new,,,,,0,14,14,18,58.081434099934995,,,,,,,,58.05761620006524,58.081434099934995,58.081434099934995,58.081434099934995,0.004687199834734201,60.65458029997535,bottle,[0.045],[-0.29833333333333334],[1],[0],[0],[2.5916055999696255],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,_a_bl_,marble,old,,,,,0,15,15,11,60.68136509996839,,,,,,,,60.6557146999985,60.68136509996839,60.68136509996839,60.68136509996839,0.004354899981990457,63.83924320014194,table,[0.045],[-0.29833333333333334],[1],[0],[0],[3.1783934000413865],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,Pas_tr_,pastry,old,,,,,0,16,16,4,63.864368400070816,,,,,,,,63.84050859999843,63.864368400070816,63.864368400070816,63.864368400070816,0.007245799992233515,67.77388800005428,pastry,[0.005],[-0.29833333333333334],[1],[0],[0],[3.9252160999458283],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,c_m_ra,camera,new,,,,,0,17,17,19,67.79788680002093,,,,,,,,67.77501800004393,67.79788680002093,67.79788680002093,67.79788680002093,0.004435400012880564,70.46860489994287,camera,[0.005],[-0.29833333333333334],[1],[0],[0],[2.688563299831003],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,ta_l_,table,new,,,,,0,18,18,15,70.48121559992433,,,,,,,,70.4693257000763,70.48121559992433,70.48121559992433,70.48121559992433,0.002844299888238311,73.50447420007549,table,[0.005],[-0.29833333333333334],[1],[0],[0],[3.0315435000229627],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
,P_li_e,police,old,,,,,0,19,19,7,73.53070609993301,,,,,,,,73.50562010006979,73.53070609993301,73.53070609993301,73.53070609993301,0.004300800152122974,76.42301549995318,police,[0.005],[-0.29833333333333334],[1],[0],[0],[2.9122812000568956],['submit_text'],0002,001,2024-11-07_13h48.27.233,Task 5,2024.1.5,None,2024-11-07 13h48.37.578795 +0530,
