9.6021 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
10.9205 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B18624C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862310>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D3B1C15430>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.9206 	EXP 	window1: backgroundImage = ''
10.9206 	EXP 	window1: backgroundFit = 'none'
10.9209 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9211 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9231 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9237 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9444 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9456 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9468 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9482 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9515 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9576 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9587 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9620 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9628 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9650 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9658 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9661 	DEBUG 	Uploading Texture Font fontname to graphics card
10.9755 	DEBUG 	Upload of Texture Font fontname complete
10.9775 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9776 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9783 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9789 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3B1862640>
10.9982 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0014 	DEBUG 	Uploading Texture Font fontname to graphics card
11.0144 	DEBUG 	Upload of Texture Font fontname complete
11.0167 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.0167 	EXP 	window1: recordFrameIntervals = False
11.1959 	EXP 	window1: recordFrameIntervals = True
11.3815 	EXP 	Screen (0) actual frame rate measured at 59.59Hz
11.3815 	EXP 	window1: recordFrameIntervals = False
11.3816 	EXP 	window1: mouseVisible = True
11.3823 	EXP 	window1: mouseVisible = True
11.3827 	EXP 	window1: mouseVisible = True
11.3842 	EXP 	window1: mouseVisible = True
11.3855 	EXP 	window1: mouseVisible = True
11.4307 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4328 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4353 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4379 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4423 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4452 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4468 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4485 	DEBUG 	Uploading Texture Font fontname to graphics card
11.4490 	DEBUG 	Upload of Texture Font fontname complete
11.4508 	EXP 	window1: mouseVisible = True
11.4509 	EXP 	window1: mouseVisible = True
11.4516 	EXP 	window1: mouseVisible = True
11.4521 	EXP 	window1: mouseVisible = True
11.4851 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.3836 	INFO 	keyboard.Keyboard is using iohub backend.
13.3838 	INFO 	keyboard.Keyboard is using iohub backend.
13.3838 	EXP 	task 6: status = STARTED
13.3841 	EXP 	window1: mouseVisible = True
13.3892 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.3897 	EXP 	window1: mouseVisible = True
13.4329 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0288 	DEBUG 	Read excel file with openpyxl: C:/Users/Kaavya/Downloads/discounting.xlsx
0.0298 	EXP 	Imported C:/Users/Kaavya/Downloads/discounting.xlsx as conditions, 7 conditions, 3 params
0.0304 	EXP 	Created sequence: random, trialTypes=7, nReps=14, seed=None
0.0307 	EXP 	New trial (rep=0, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
0.0781 	EXP 	text: height = 0.05
0.0781 	EXP 	text: height = 0.05
0.0781 	EXP 	text: height = 0.05
0.0781 	EXP 	text: text = 'GBP 40 today  or  GBP 55 after 62 days'
0.0781 	EXP 	Fixation: autoDraw = True
1.0136 	INFO 	Keyboard events cleared
1.0129 	EXP 	text: autoDraw = True
1.0799 	EXP 	Fixation: autoDraw = False
3.5701 	DATA 	Keypress: l
3.5906 	EXP 	New trial (rep=0, index=1): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
3.6117 	EXP 	Fixation: autoDraw = False
3.6117 	EXP 	text: autoDraw = False
3.6117 	EXP 	text: height = 0.05
3.6117 	EXP 	text: height = 0.05
3.6117 	EXP 	text: height = 0.05
3.6117 	EXP 	text: text = 'GBP 15 today  or  GBP 35 after 13 days'
3.6117 	EXP 	Fixation: autoDraw = True
4.5970 	INFO 	Keyboard events cleared
4.5961 	EXP 	text: autoDraw = True
4.6131 	EXP 	Fixation: autoDraw = False
7.6704 	EXP 	New trial (rep=0, index=2): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
7.6799 	DATA 	Keypress: l
7.6941 	EXP 	Fixation: autoDraw = False
7.6941 	EXP 	text: autoDraw = False
7.6941 	EXP 	text: height = 0.05
7.6941 	EXP 	text: height = 0.05
7.6941 	EXP 	text: height = 0.05
7.6941 	EXP 	text: text = 'GBP 11 today  or  GBP 30 after 7 days'
7.6941 	EXP 	Fixation: autoDraw = True
8.6804 	INFO 	Keyboard events cleared
8.6796 	EXP 	text: autoDraw = True
8.6961 	EXP 	Fixation: autoDraw = False
11.3036 	EXP 	New trial (rep=0, index=3): {'reward_today': 27, 'future_reward': 30, 'delay': 21}
11.3119 	DATA 	Keypress: l
11.3276 	EXP 	Fixation: autoDraw = False
11.3276 	EXP 	text: autoDraw = False
11.3276 	EXP 	text: height = 0.05
11.3276 	EXP 	text: height = 0.05
11.3276 	EXP 	text: height = 0.05
11.3276 	EXP 	text: text = 'GBP 27 today  or  GBP 30 after 21 days'
11.3276 	EXP 	Fixation: autoDraw = True
12.3132 	INFO 	Keyboard events cleared
12.3125 	EXP 	text: autoDraw = True
12.3298 	EXP 	Fixation: autoDraw = False
17.9537 	EXP 	New trial (rep=0, index=4): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
17.9655 	DATA 	Keypress: l
17.9776 	EXP 	Fixation: autoDraw = False
17.9776 	EXP 	text: autoDraw = False
17.9776 	EXP 	text: height = 0.05
17.9776 	EXP 	text: height = 0.05
17.9776 	EXP 	text: height = 0.05
17.9776 	EXP 	text: text = 'GBP 49 today  or  GBP 60 after 89 days'
17.9776 	EXP 	Fixation: autoDraw = True
18.9630 	INFO 	Keyboard events cleared
18.9622 	EXP 	text: autoDraw = True
18.9788 	EXP 	Fixation: autoDraw = False
21.5522 	EXP 	New trial (rep=0, index=5): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
21.5601 	DATA 	Keypress: l
21.5766 	EXP 	Fixation: autoDraw = False
21.5766 	EXP 	text: autoDraw = False
21.5766 	EXP 	text: height = 0.05
21.5766 	EXP 	text: height = 0.05
21.5766 	EXP 	text: height = 0.05
21.5766 	EXP 	text: text = 'GBP 67 today  or  GBP 75 after 119 days'
21.5766 	EXP 	Fixation: autoDraw = True
22.5623 	INFO 	Keyboard events cleared
22.5616 	EXP 	text: autoDraw = True
22.5786 	EXP 	Fixation: autoDraw = False
36.4193 	EXP 	New trial (rep=0, index=6): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
36.4287 	DATA 	Keypress: l
36.4443 	EXP 	Fixation: autoDraw = False
36.4443 	EXP 	text: autoDraw = False
36.4443 	EXP 	text: height = 0.05
36.4443 	EXP 	text: height = 0.05
36.4443 	EXP 	text: height = 0.05
36.4443 	EXP 	text: text = 'GBP 78 today  or  GBP 80 after 162 days'
36.4443 	EXP 	Fixation: autoDraw = True
37.4287 	INFO 	Keyboard events cleared
37.4278 	EXP 	text: autoDraw = True
37.4444 	EXP 	Fixation: autoDraw = False
42.1867 	DATA 	Keypress: t
42.2019 	EXP 	New trial (rep=1, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
42.2263 	EXP 	Fixation: autoDraw = False
42.2263 	EXP 	text: autoDraw = False
42.2263 	EXP 	text: height = 0.05
42.2263 	EXP 	text: height = 0.05
42.2263 	EXP 	text: height = 0.05
42.2263 	EXP 	text: text = 'GBP 40 today  or  GBP 55 after 62 days'
42.2263 	EXP 	Fixation: autoDraw = True
43.2118 	INFO 	Keyboard events cleared
43.2110 	EXP 	text: autoDraw = True
43.2276 	EXP 	Fixation: autoDraw = False
44.3804 	EXP 	New trial (rep=1, index=1): {'reward_today': 27, 'future_reward': 30, 'delay': 21}
44.3852 	DATA 	Keypress: l
44.3928 	EXP 	Fixation: autoDraw = False
44.3928 	EXP 	text: autoDraw = False
44.3928 	EXP 	text: height = 0.05
44.3928 	EXP 	text: height = 0.05
44.3928 	EXP 	text: height = 0.05
44.3928 	EXP 	text: text = 'GBP 27 today  or  GBP 30 after 21 days'
44.3928 	EXP 	Fixation: autoDraw = True
45.3938 	INFO 	Keyboard events cleared
45.3933 	EXP 	Fixation: autoDraw = False
45.3933 	EXP 	text: autoDraw = True
49.4647 	EXP 	New trial (rep=1, index=2): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
49.4695 	DATA 	Keypress: l
