pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,4,0,16,0,,,,,43.13763339997968,,43.12935429997742,43.13763339997968,44.13807129999623,44.13807129999623,44.13807129999623,44.13807129999623,44.13807129999623,45.13717329999781,45.13717329999781,46.12855939997826,x,1,0.9887355999962892,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,4,1,17,1,,,,,46.13734239997575,,46.130142399983015,46.13734239997575,47.13765649998095,47.13765649998095,47.13765649998095,47.13765649998095,47.13765649998095,48.15428249997785,48.15428249997785,49.77737119997619,v,1,1.617810499999905,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,4,2,18,2,,,,,49.78738549997797,,49.778976300003706,49.78738549997797,50.78784340000129,50.78784340000129,50.78784340000129,50.78784340000129,50.78784340000129,51.78728379998938,51.78728379998938,52.51045129998238,c,1,0.7210262999869883,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,4,3,19,3,,,,,52.52032670000335,,52.51206330000423,52.52032670000335,53.521084899985,53.521084899985,53.521084899985,53.521084899985,53.521084899985,54.5204667999933,54.5204667999933,55.17743749998044,z,1,0.6502381000027526,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,5,0,20,0,,,,,55.18748609998147,,55.17905099998461,55.18748609998147,56.18725970000378,56.18725970000378,56.18725970000378,56.18725970000378,56.18725970000378,57.18685149998055,57.18685149998055,58.07577749999473,x,1,0.860392700007651,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,5,1,21,1,,,,,58.087186799995834,,58.07734269998036,58.087186799995834,59.08708060000208,59.08708060000208,59.08708060000208,59.08708060000208,59.08708060000208,60.086569599981885,60.086569599981885,60.842072200000985,v,1,0.722524999990128,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,5,2,22,2,,,,,60.85367739998037,,60.84366939999745,60.85367739998037,61.853982200002065,61.853982200002065,61.853982200002065,61.853982200002065,61.853982200002065,62.85300659999484,62.85300659999484,63.543932000000495,c,1,0.6813235000008717,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,5,3,23,3,,,,,63.553396799979964,,63.545550899987575,63.553396799979964,64.55357699998422,64.55357699998422,64.55357699998422,64.55357699998422,64.55357699998422,65.55331839999417,65.55331839999417,66.37545269998373,z,1,0.8188696000142954,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,6,0,24,0,,,,,66.38652199998614,,66.3773225999903,66.38652199998614,67.38698939999449,67.38698939999449,67.38698939999449,67.38698939999449,67.38698939999449,68.38588049999089,68.38588049999089,69.81023059997824,x,1,1.4173220999946352,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,6,1,25,1,,,,,69.81992459998582,,69.81181649997598,69.81992459998582,70.82014709999203,70.82014709999203,70.82014709999203,70.82014709999203,70.82014709999203,71.81940919999033,71.81940919999033,72.62641349999467,v,1,0.7995799999916926,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,6,2,26,2,,,,,72.63702309998916,,72.62807429998065,72.63702309998916,73.6369815999933,73.6369815999933,73.6369815999933,73.6369815999933,73.6369815999933,74.63573359997827,74.63573359997827,75.3101522999932,c,1,0.6703549000085331,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,6,3,27,3,,,,,75.31973540000035,,75.31174169998849,75.31973540000035,76.31975589998183,76.31975589998183,76.31975589998183,76.31975589998183,76.31975589998183,77.33501009998145,77.33501009998145,78.09316619997844,z,1,0.7527937999984715,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,7,0,28,0,,,,,78.10254319998785,,78.0947623999964,78.10254319998785,79.10304799998994,79.10304799998994,79.10304799998994,79.10304799998994,79.10304799998994,80.10244839999359,80.10244839999359,81.40803599997889,x,1,1.2942637999949511,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,7,1,29,1,,,,,81.41932970000198,,81.40963249999913,81.41932970000198,82.41922359997989,82.41922359997989,82.41922359997989,82.41922359997989,82.41922359997989,83.41935229999945,83.41935229999945,84.22582429999602,v,1,0.7941045999759808,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,7,2,30,2,,,,,84.23591679998208,,84.22751489997609,84.23591679998208,85.23575429999619,85.23575429999619,85.23575429999619,85.23575429999619,85.23575429999619,86.25123629998416,86.25123629998416,86.70969989997684,c,1,0.447791699989466,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,7,3,31,3,,,,,86.71886890000314,,86.71132899998338,86.71886890000314,87.71953669999493,87.71953669999493,87.71953669999493,87.71953669999493,87.71953669999493,88.71870919998037,88.71870919998037,89.72538589997566,z,1,1.002632599993376,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,8,0,32,0,,,,,89.73559840000235,,89.72697139999946,89.73559840000235,90.73607099999208,90.73607099999208,90.73607099999208,90.73607099999208,90.73607099999208,91.73519579999265,91.73519579999265,92.35966389998794,x,1,0.6221588000189513,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,8,1,33,1,,,,,92.36872699999367,,92.36126099998364,92.36872699999367,93.36896009999327,93.36896009999327,93.36896009999327,93.36896009999327,93.36896009999327,94.36844219997874,94.36844219997874,94.89063439998426,v,1,0.5043431000085548,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
