pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,8,2,34,2,,,,,94.90138939997996,,94.89182039999287,94.90138939997996,95.9174116999784,95.9174116999784,95.9174116999784,95.9174116999784,95.9174116999784,96.90185529997689,96.90185529997689,97.50922039998113,c,1,0.6022575999959372,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,8,3,35,3,,,,,97.5188825999794,,97.51107879998744,97.5188825999794,98.51875139999902,98.51875139999902,98.51875139999902,98.51875139999902,98.51875139999902,99.51804709999124,99.51804709999124,100.25856489999569,z,1,0.7381034999853,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,9,0,36,0,,,,,100.26828930000192,,100.26015729998471,100.26828930000192,101.26837289999821,101.26837289999821,101.26837289999821,101.26837289999821,101.26837289999821,102.26810839999234,102.26810839999234,102.80751210000017,x,1,0.5329053000023123,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,9,1,37,1,,,,,102.81796709998162,,102.80910429998767,102.81796709998162,103.81861119999667,103.81861119999667,103.81861119999667,103.81861119999667,103.81861119999667,104.81871239998145,104.81871239998145,105.52352139999857,v,1,0.6832098999875598,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,9,2,38,2,,,,,105.53473319998011,,105.5251111999969,105.53473319998011,106.53512379998574,106.53512379998574,106.53512379998574,106.53512379998574,106.53512379998574,107.53406069998164,107.53406069998164,108.25778049998917,c,1,0.7139450999966357,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,9,3,39,3,,,,,108.26775329999509,,108.259387099999,108.26775329999509,109.2678515999869,109.2678515999869,109.2678515999869,109.2678515999869,109.2678515999869,110.26822599998559,110.26822599998559,110.83818679998512,z,1,0.5557100000150967,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,10,0,40,0,,,,,110.8509306999913,,110.8394113999966,110.8509306999913,111.85149329999695,111.85149329999695,111.85149329999695,111.85149329999695,111.85149329999695,112.85083169999416,112.85083169999416,113.30668759997934,x,1,0.42836250000982545,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,10,1,41,1,,,,,113.31812389998231,,113.30841939998209,113.31812389998231,114.31781199999386,114.31781199999386,114.31781199999386,114.31781199999386,114.31781199999386,115.3174064999912,115.3174064999912,115.99081379998825,v,1,0.6628189999901224,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,10,2,42,2,,,,,116.00079989997903,,115.99245829999563,116.00079989997903,117.00141209998401,117.00141209998401,117.00141209998401,117.00141209998401,117.00141209998401,118.00047479997738,118.00047479997738,118.3403127999918,c,1,0.32847079998464324,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,10,3,43,3,,,,,118.35103589997743,,118.34189849998802,118.35103589997743,119.35085590000381,119.35085590000381,119.35085590000381,119.35085590000381,119.35085590000381,120.34998159998213,120.34998159998213,120.64060230000177,z,1,0.279056400002446,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,11,0,44,0,,,,,120.65070229998673,,120.64222169999266,120.65070229998673,121.65071259997785,121.65071259997785,121.65071259997785,121.65071259997785,121.65071259997785,122.65091749999556,122.65091749999556,123.24147629999788,x,1,0.5876187999965623,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,11,1,45,1,,,,,123.25049789997865,,123.2430927999958,123.25049789997865,124.25055830000201,124.25055830000201,124.25055830000201,124.25055830000201,124.25055830000201,125.25032169997576,125.25032169997576,125.79187009998714,v,1,0.5389147000096273,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,11,2,46,2,,,,,125.81584009999642,,125.79384050000226,125.81584009999642,126.8161857999803,126.8161857999803,126.8161857999803,126.8161857999803,126.83383619997767,127.80060699998285,127.80060699998285,128.5245075999992,c,1,0.7148275999934413,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,11,3,47,3,,,,,128.53371659998083,,128.52610970000387,128.53371659998083,129.5342965000018,129.5342965000018,129.5342965000018,129.5342965000018,129.5342965000018,130.53341039997758,130.53341039997758,131.22464489997947,z,1,0.6888565999979619,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,12,0,48,0,,,,,131.23340569998254,,131.22631790000014,131.23340569998254,132.23347269999795,132.23347269999795,132.23347269999795,132.23347269999795,132.23347269999795,133.24882700000308,133.24882700000308,133.83949179999763,x,1,0.585544800007483,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,12,1,49,1,,,,,133.8496302999847,,133.84077650000108,133.8496302999847,134.850372099987,134.850372099987,134.850372099987,134.850372099987,134.850372099987,135.84999249997782,135.84999249997782,136.40675870000268,v,1,0.5524311999906786,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,12,2,50,2,,,,,136.4165265999909,,136.40842809999594,136.4165265999909,137.4167252999905,137.4167252999905,137.4167252999905,137.4167252999905,137.4167252999905,138.41766249999637,138.41766249999637,138.6387543999881,c,1,0.20451770001091063,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,12,3,51,3,,,,,138.64981039997656,,138.64043969998602,138.64981039997656,139.65004499998759,139.65004499998759,139.65004499998759,139.65004499998759,139.65004499998759,140.64927209998132,140.64927209998132,140.83994720000192,z,1,0.18512200002442114,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,13,0,52,0,,,,,140.84979739997652,,140.84150589999626,140.84979739997652,141.85012669998105,141.85012669998105,141.85012669998105,141.85012669998105,141.85012669998105,142.84958499998902,142.84958499998902,143.2727810999786,x,1,0.4141685999929905,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,13,1,53,1,,,,,143.28251399999135,,143.2743802999903,143.28251399999135,144.2832620999834,144.2832620999834,144.2832620999834,144.2832620999834,144.2832620999834,145.28255599999102,145.28255599999102,145.55515169998398,v,1,0.25568739997106604,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,13,2,54,2,,,,,145.56582689998322,,145.55671169998823,145.56582689998322,146.56589559998247,146.56589559998247,146.56589559998247,146.56589559998247,146.56589559998247,147.56607339999755,147.56607339999755,147.888644199993,c,1,0.3165346000168938,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,13,3,55,3,,,,,147.89920240000356,,147.89016569999512,147.89920240000356,148.90005239998573,148.90005239998573,148.90005239998573,148.90005239998573,148.90005239998573,149.8989753999922,149.8989753999922,150.27219979997608,z,1,0.3682268999982625,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,14,0,56,0,,,,,150.28240199998254,,150.27374760000384,150.28240199998254,151.2827223999775,151.2827223999775,151.2827223999775,151.2827223999775,151.2827223999775,152.28246950000175,152.28246950000175,152.8549137999944,x,1,0.5683807999885175,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,14,1,57,1,,,,,152.86522229999537,,152.85666699998546,152.86522229999537,153.86576159999822,153.86576159999822,153.86576159999822,153.86576159999822,153.86576159999822,154.86559179998585,154.86559179998585,155.27158469997812,v,1,0.3901006000232883,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,14,2,58,2,,,,,155.28242760000285,,155.273162700003,155.28242760000285,156.28284499997972,156.28284499997972,156.28284499997972,156.28284499997972,156.28284499997972,157.2815645999799,157.2815645999799,158.03788209997583,c,1,0.7495718999998644,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,14,3,59,3,,,,,158.0487368000031,,158.03952910000226,158.0487368000031,159.0489355000027,159.0489355000027,159.0489355000027,159.0489355000027,159.0489355000027,160.04842439998174,160.04842439998174,160.57324909997988,z,1,0.519096099975286,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,15,0,60,0,,,,,160.5823584999889,,160.57496509997873,160.5823584999889,161.58196479998878,161.58196479998878,161.58196479998878,161.58196479998878,161.58196479998878,162.5820545000024,162.5820545000024,163.2383929999778,x,1,0.6402503999997862,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,15,1,61,1,,,,,163.24867649999214,,163.24002460000338,163.24867649999214,164.24875830000383,164.24875830000383,164.24875830000383,164.24875830000383,164.24875830000383,165.24795729998732,165.24795729998732,165.87195099997916,v,1,0.6157991999934893,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,15,2,62,2,,,,,165.8817609999969,,165.8735968999972,165.8817609999969,166.8816000999941,166.8816000999941,166.8816000999941,166.8816000999941,166.8816000999941,167.88123999998788,167.88123999998788,168.90497869998217,c,1,1.010909900011029,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,15,3,63,3,,,,,168.91507249997812,,168.90653929999098,168.91507249997812,169.9152802999888,169.9152802999888,169.9152802999888,169.9152802999888,169.9152802999888,170.91449659998761,170.91449659998761,172.50437670000247,z,1,1.5639645000046585,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,16,0,64,0,,,,,172.51460939997924,,172.5060290999827,172.51460939997924,173.51487809998798,173.51487809998798,173.51487809998798,173.51487809998798,173.51487809998798,174.51462859997991,174.51462859997991,175.05375819999608,x,1,0.53390420001233,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,16,1,65,1,,,,,175.06482759999926,,175.05536109997774,175.06482759999926,176.06570099998498,176.06570099998498,176.06570099998498,176.06570099998498,176.06570099998498,177.06422739999834,177.06422739999834,177.50452039999072,v,1,0.433898000017507,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,16,2,66,2,,,,,177.5143642000039,,177.50612340000225,177.5143642000039,178.51481890000287,178.51481890000287,178.51481890000287,178.51481890000287,178.51481890000287,179.5140240000037,179.5140240000037,180.18891899997834,c,1,0.6658038999885321,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,16,3,67,3,,,,,180.19670089997817,,180.19021879998036,180.19670089997817,181.19800639999448,181.19800639999448,181.19800639999448,181.19800639999448,181.19800639999448,182.19740029997774,182.19740029997774,182.60461809998378,z,1,0.3767476000066381,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,17,0,68,0,,,,,182.6148436999938,,182.60626889998093,182.6148436999938,183.6147052999877,183.6147052999877,183.6147052999877,183.6147052999877,183.6147052999877,184.61387020000257,184.61387020000257,185.95758719998412,x,1,1.3396283999900334,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,17,1,69,1,,,,,185.97960369999055,,185.96019139999407,185.97960369999055,186.97961759997997,186.97961759997997,186.97961759997997,186.97961759997997,186.99759959999938,187.96413449998363,187.96413449998363,188.5373072999937,v,1,0.5661755000182893,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,17,2,70,2,,,,,188.54723579998245,,188.5390528999851,188.54723579998245,189.5480542999867,189.5480542999867,189.5480542999867,189.5480542999867,189.5480542999867,190.56272009998793,190.56272009998793,191.45183399997768,c,1,0.8795384999830276,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,17,3,71,3,,,,,191.46353629999794,,191.4529327999917,191.46353629999794,192.46405039998353,192.46405039998353,192.46405039998353,192.46405039998353,192.46405039998353,193.4636641999823,193.4636641999823,193.9719560999947,z,1,0.4983361999911722,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,18,0,72,0,,,,,193.9803111999936,,193.97354439998162,193.9803111999936,194.9804438999854,194.9804438999854,194.9804438999854,194.9804438999854,194.9804438999854,195.97981299998355,195.97981299998355,196.68715759998304,x,1,0.7032798000145704,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,18,1,73,1,,,,,196.69721189999836,,196.68876219997765,196.69721189999836,197.69727819997934,197.69727819997934,197.69727819997934,197.69727819997934,197.69727819997934,198.69639609998558,198.69639609998558,199.3700494999939,v,1,0.667675100004999,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,18,2,74,2,,,,,199.37991999997757,,199.37177509997855,199.37991999997757,200.3800008999824,200.3800008999824,200.3800008999824,200.3800008999824,200.3800008999824,201.37940769997658,201.37940769997658,202.15363879999495,c,1,0.767671599984169,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,18,3,75,3,,,,,202.16346829998656,,202.15526249998948,202.16346829998656,203.16357909998624,203.16357909998624,203.16357909998624,203.16357909998624,203.16357909998624,204.16289730000426,204.16289730000426,204.55235579999862,z,1,0.3728490000066813,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,19,0,76,0,,,,,204.56290579997585,,204.55391039999085,204.56290579997585,205.5634458999848,205.5634458999848,205.5634458999848,205.5634458999848,205.5634458999848,206.56241029998637,206.56241029998637,207.10377479999443,x,1,0.5383559000038076,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,19,1,77,1,,,,,207.1129179999989,,207.10537109998404,207.1129179999989,208.11311639999622,208.11311639999622,208.11311639999622,208.11311639999622,208.11311639999622,209.11236040000222,209.11236040000222,209.5869468000019,v,1,0.4684181000047829,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,19,2,78,2,,,,,209.59634170000209,,209.5884950000036,209.59634170000209,210.5965705999988,210.5965705999988,210.5965705999988,210.5965705999988,210.5965705999988,211.5960275999969,211.5960275999969,212.0195662000042,c,1,0.41988130001118407,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,19,3,79,3,,,,,212.02937209999072,,212.02117969997926,212.02937209999072,213.0301819999877,213.0301819999877,213.0301819999877,213.0301819999877,213.0301819999877,214.02917639998486,214.02917639998486,214.46974079997744,z,1,0.43097340001259,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,20,0,80,0,,,,,214.47924610000337,,214.47135449998314,214.47924610000337,215.4794666999951,215.4794666999951,215.4794666999951,215.4794666999951,215.4794666999951,216.49465219999547,216.49465219999547,217.10264850000385,x,1,0.5989630999974906,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,20,1,81,1,,,,,217.1127676999895,,217.10449040000094,217.1127676999895,218.11277369997697,218.11277369997697,218.11277369997697,218.11277369997697,218.11277369997697,219.11216419999255,219.11216419999255,219.95266819998506,v,1,0.8353843999793753,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,20,2,82,2,,,,,219.9623586999951,,219.95425749997958,219.9623586999951,220.96258910000324,220.96258910000324,220.96258910000324,220.96258910000324,220.96258910000324,221.9620820999844,221.9620820999844,222.36871959999553,c,1,0.4033967000141274,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,20,3,83,3,,,,,222.37845489999745,,222.36997410000185,222.37845489999745,223.37927360000322,223.37927360000322,223.37927360000322,223.37927360000322,223.37927360000322,224.37867149998783,224.37867149998783,224.90040799998678,z,1,0.49021049999282695,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,21,0,84,0,,,,,224.91235659999074,,224.90200549998553,224.91235659999074,225.91193959998782,225.91193959998782,225.91193959998782,225.91193959998782,225.91193959998782,226.91136070000357,226.91136070000357,227.59972080000443,x,1,0.6774638000060804,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,21,1,85,1,,,,,227.61223329999484,,227.60091249999823,227.61223329999484,228.61237409999012,228.61237409999012,228.61237409999012,228.61237409999012,228.61237409999012,229.61235079998733,229.61235079998733,230.2680957999837,v,1,0.6432532999897376,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,21,2,86,2,,,,,230.27849440000136,,230.26969339998323,230.27849440000136,231.27864879998378,231.27864879998378,231.27864879998378,231.27864879998378,231.27864879998378,232.2784453999775,232.2784453999775,233.01847029998316,c,1,0.7333072999899741,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,21,3,87,3,,,,,233.02834729998722,,233.02010359999258,233.02834729998722,234.02896159997908,234.02896159997908,234.02896159997908,234.02896159997908,234.02896159997908,235.027958199993,235.027958199993,235.38368810000247,z,1,0.32761689997278154,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,22,0,88,0,,,,,235.39543720000074,,235.38526979999733,235.39543720000074,236.3951707999804,236.3951707999804,236.3951707999804,236.3951707999804,236.3951707999804,237.3952367999882,237.3952367999882,237.88377849999233,x,1,0.485323500004597,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,22,1,89,1,,,,,237.8949483000033,,237.88559809999424,237.8949483000033,238.89526039999328,238.89526039999328,238.89526039999328,238.89526039999328,238.89526039999328,239.89460050000343,239.89460050000343,240.5351107000024,v,1,0.6327521000057459,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,22,2,90,2,,,,,240.54504389999784,,240.5367287999834,240.54504389999784,241.54523729998618,241.54523729998618,241.54523729998618,241.54523729998618,241.54523729998618,242.54479439998977,242.54479439998977,242.91905299999053,c,1,0.36573669998324476,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,22,3,91,3,,,,,242.92804709999473,,242.92060919999494,242.92804709999473,243.92816839998704,243.92816839998704,243.92816839998704,243.92816839998704,243.92816839998704,244.927417400002,244.927417400002,252.44952579998062,z,1,7.48965259999386,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,23,0,92,0,,,,,252.46119639999233,,252.4511244999885,252.46119639999233,253.46113630000036,253.46113630000036,253.46113630000036,253.46113630000036,253.46113630000036,254.4611661999952,254.4611661999952,255.33648410000023,x,1,0.864435900002718,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,23,1,93,1,,,,,255.35949360000086,,255.33816659997683,255.35949360000086,256.35977179999463,256.35977179999463,256.35977179999463,256.35977179999463,256.37793200000306,257.34377439998207,257.34377439998207,257.6658282999997,v,1,0.3193518999905791,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,23,2,94,2,,,,,257.6770750999858,,257.66731479999726,257.6770750999858,258.67779249997693,258.67779249997693,258.67779249997693,258.67779249997693,258.67779249997693,259.6926076999807,259.6926076999807,260.0658111999801,c,1,0.34027750001405366,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,23,3,95,3,,,,,260.07741469997563,,260.06749659997877,260.07741469997563,261.07750319998013,261.07750319998013,261.07750319998013,261.07750319998013,261.07750319998013,262.07683869998436,262.07683869998436,262.5506288000033,z,1,0.4716533999890089,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,24,0,96,0,,,,,262.5606207999808,,262.5523915999802,262.5606207999808,263.56063339998946,263.56063339998946,263.56063339998946,263.56063339998946,263.56063339998946,264.56043859999045,264.56043859999045,264.7493554999819,x,1,0.18621840002015233,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,24,1,97,1,,,,,264.76066349999746,,264.7509502999892,264.76066349999746,265.7605760000006,265.7605760000006,265.7605760000006,265.7605760000006,265.7605760000006,266.75989099999424,266.75989099999424,267.06678520000423,v,1,0.2901002000144217,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,24,2,98,2,,,,,267.077120300004,,267.0685989999911,267.077120300004,268.07687369998894,268.07687369998894,268.07687369998894,268.07687369998894,268.07687369998894,269.0761431999854,269.0761431999854,269.4665130999929,c,1,0.38807650000671856,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,24,3,99,3,,,,,269.4765037999896,,269.46835300000384,269.4765037999896,270.4762959999789,270.4762959999789,270.4762959999789,270.4762959999789,270.4762959999789,271.47679309998057,271.47679309998057,271.79907219999586,z,1,0.30181579999043606,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,25,0,100,0,,,,,271.81013639998855,,271.80071459998726,271.81013639998855,272.8103196999873,272.8103196999873,272.8103196999873,272.8103196999873,272.8103196999873,273.82531669997843,273.82531669997843,274.20020749999094,x,1,0.36756149999564514,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,25,1,101,1,,,,,274.2102313999785,,274.20187449999503,274.2102313999785,275.2100652999943,275.2100652999943,275.2100652999943,275.2100652999943,275.2100652999943,276.20949599999585,276.20949599999585,276.5504275999847,v,1,0.3320806999981869,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,25,2,102,2,,,,,276.56038969999645,,276.5520706999814,276.56038969999645,277.5600775999774,277.5600775999774,277.5600775999774,277.5600775999774,277.5600775999774,278.5595078000042,278.5595078000042,279.0164344999939,c,1,0.4485110999958124,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,25,3,103,3,,,,,279.02681939999457,,279.01831899999524,279.02681939999457,280.0265414000023,280.0265414000023,280.0265414000023,280.0265414000023,280.0265414000023,281.02594389999285,281.02594389999285,281.51587169998675,z,1,0.4755013999820221,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,26,0,104,0,,,,,281.52629009998054,,281.5175100999768,281.52629009998054,282.5262545000005,282.5262545000005,282.5262545000005,282.5262545000005,282.5262545000005,283.5259606000036,283.5259606000036,283.9326347000024,x,1,0.39049650001106784,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,26,1,105,1,,,,,283.9431893999863,,283.93413179999334,283.9431893999863,284.94276549998904,284.94276549998904,284.94276549998904,284.94276549998904,284.94276549998904,285.9417585999763,285.9417585999763,286.2487497999973,v,1,0.29319749999558553,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,26,2,106,2,,,,,286.2592608999985,,286.2502972999937,286.2592608999985,287.2594296000025,287.2594296000025,287.2594296000025,287.2594296000025,287.2594296000025,288.25873599998886,288.25873599998886,288.76424399999087,c,1,0.4908413999946788,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,26,3,107,3,,,,,288.7759137999965,,288.76583369998843,288.7759137999965,289.77582049998455,289.77582049998455,289.77582049998455,289.77582049998455,289.77582049998455,290.77557779999916,290.77557779999916,291.1155236999912,z,1,0.3284022999869194,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-50,x,27,0,108,0,,,,,291.1259857999976,,291.11737239998183,291.1259857999976,292.12578899998334,292.12578899998334,292.12578899998334,292.12578899998334,292.12578899998334,293.12675349999336,293.12675349999336,293.46550520000164,x,1,0.32217660002061166,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
150,v,27,1,109,1,,,,,293.47559419999016,,293.4671013999905,293.47559419999016,294.4762025999953,294.4762025999953,294.4762025999953,294.4762025999953,294.4762025999953,295.4753560999816,295.4753560999816,295.84680099997786,v,1,0.35640109999803826,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
50,c,27,2,110,2,,,,,295.85881779997726,,295.84819579997566,295.85881779997726,296.8586712999968,296.8586712999968,296.8586712999968,296.8586712999968,296.8586712999968,297.8738908999949,297.8738908999949,298.43188190000365,c,1,0.5395390999910887,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
-150,z,27,3,111,3,,,,,298.4418196999759,,298.4335835999809,298.4418196999759,299.44093679997604,299.44093679997604,299.44093679997604,299.44093679997604,299.44093679997604,300.44193879998056,300.44193879998056,300.8644459999923,z,1,0.4200274999893736,None,549741,001,2024-10-17_13h07.06.328,Task 4,2024.1.5,None,2024-10-17 13h07.11.929106 +0530,
