9.8597 	INFO 	Loaded monitor calibration from ['2024_08_09 11:55']
10.9052 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DACA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DAC40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DAA90>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E8C64A5BB0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.9053 	EXP 	window1: backgroundImage = ''
10.9053 	EXP 	window1: backgroundFit = 'none'
10.9054 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DADC0>
10.9056 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DADC0>
10.9083 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DADC0>
10.9088 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8C60DADC0>
10.9372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9418 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9426 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
